1111111111111111111111100000000000000000000110000000000000000000011000000000000000000001100000000000000000000110000000000000000000011000000000000000000001100000000000000000000110000000000000000000011000000000000000000001100000000000000000000110000000000000000000011000000000000000000001100000000000000000000110000000000000000000011000000000000000000001100000000000000000000110000000000000000000011000000000000000000001100000000000000000000110000000000000000000011111111111111111111111
1111111111111111111111100000000000000000000110000000000001111111111000000000000000000001100000000000011111111110000000000000000000011000000000000111111111100000000000000000000110000000000001111111111000000000000000000001100000000000000000000110000000000000000000011000000000000000000001100000000000000000000110000000000000000000011000000000000000000001100000000000000000000110000000000000000000011000000000000000000001100000000000000000000110000000000000000000011111111111111111111111
1111111111111111111111100000000000000000000110000000000000000000011000000000000000000001100000000000011111111110000000000001111111111000000000000111111111100000000000011111111110000000000000000000011000000000000000000001100000000000000000000110000000000000000000011000000000000000000001100000000000000000000110000000000000000000011000000000000000000001100000000000000000000110000000000000000000011000000000000000000001100000000000000000000110000000000000000000011111111111111111111111
1111111111111111111111100000000000000000000110000000000000000000011000000000000111111111100000000000011111111110000000000000000000011000000000000000000001100000000000011111111110000000000001111111111000000000000000000001100000000000000000000110000000000000000000011000000000000000000001100000000000000000000110000000000000000000011000000000000000000001100000000000000000000110000000000000000000011000000000000111111111100000000000000000000110000000000000000000011111111111111111111111
1111111111111111111111100000000000000000000110000000000000000000011000000000000000000001100011111100000000000110001000010000000000011000100001000000000001100010000100000000000110001000010000000000011000100001000000000001100010000100000000000110000000000000000000011000000000000000000001100000000000000000000110000000000000000000011000000000000000000001100000000000000000000110000000000000000000011000000000000000000001100000000000000000000110000000000000000000011111111111111111111111
1111111111111111111111100010101000101000000110101010101010101111011010100000101000001001101111111011111110101110000000000000000010011111101111011111101101100010000100001000100110111011011110110110111010001000000000010011101011101111110111001110101000001000000001011011101111101111110111100010000010000100010111011111101111111110011000000010000000000111111111011110110111000110001001000001010010111010111111101111101001101000000000000000011111111111111111111111111111111111111111111111





{1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1},
{1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1},
{1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1},
{1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1},
{1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1},
{1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1},
{1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1},
{1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1},
{1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1},
{1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1},
{1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1},
{1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1},
{1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1},
{1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1},
{1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1},
{1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1},
{1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1},
{1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1},
{1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1},
{1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1},
{1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1},
{1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1},

